Municipio Valladolid (Sí/No),Habitaciones,Baños,Metros cuadrados construidos,Ascensor (Sí/No),Obra nueva (Sí/No),Piscina (Sí/No),Terraza (Sí/No),Parking (Sí/No),Aire acondicionado (Sí/No),Jardín (Sí/No),Precio
0.0,0.09090909090909091,0.1,0.01280441877981421,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03372781065088757
1.0,0.1818181818181818,0.1,0.01581722319859403,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05857988165680472
0.0,0.4545454545454545,0.30000000000000004,0.08009038413256339,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.12420118343195266
1.0,0.36363636363636365,0.30000000000000004,0.03690685413005273,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17041420118343192
1.0,0.1818181818181818,0.2,0.024102435350238517,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3057396449704142
1.0,0.36363636363636365,0.2,0.03690685413005273,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17041420118343192
0.0,0.1818181818181818,0.30000000000000004,0.04694953552598544,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15917159763313607
1.0,0.1818181818181818,0.1,0.016319357268390663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04136094674556212
0.0,0.09090909090909091,0.1,0.01782575947778057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07514792899408283
0.0,0.2727272727272727,0.30000000000000004,0.060758222445392925,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1420118343195266
0.0,0.2727272727272727,0.2,0.02209389907105197,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07692307692307691
0.0,0.2727272727272727,0.30000000000000004,0.03715792116495104,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.09757396449704141
1.0,0.2727272727272727,0.30000000000000004,0.08837559628420788,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25443786982248523
0.0,0.36363636363636365,0.1,0.08360532262113984,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03366863905325443
1.0,0.1818181818181818,0.1,0.01883002761737384,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10053254437869821
0.0,0.1818181818181818,0.2,0.028872709013306554,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04142011834319526
1.0,0.6363636363636364,0.5,0.09239266884258096,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.24852071005917156
1.0,0.1818181818181818,0.1,0.017072558373085613,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05319526627218934
1.0,0.09090909090909091,0.1,0.02309816721064524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19526627218934908
0.0,0.2727272727272727,0.30000000000000004,0.04343459703740899,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.10355029585798815
1.0,0.09090909090909091,0.1,0.01983429575696711,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11538461538461538
1.0,0.36363636363636365,0.4,0.055485814712528246,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2958579881656805
1.0,0.1818181818181818,0.2,0.03163444639718805,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22485207100591714
1.0,0.2727272727272727,0.30000000000000004,0.048958071805171983,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28106508875739644
1.0,0.2727272727272727,0.30000000000000004,0.055485814712528246,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28994082840236685
1.0,0.1818181818181818,0.1,0.019583228722068795,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07633136094674556
0.0,0.2727272727272727,0.1,0.04619633442129049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056213017751479286
0.0,0.2727272727272727,0.30000000000000004,0.06803916645744414,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.09999999999999999
1.0,0.1818181818181818,0.2,0.02837057494350992,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18047337278106507
0.0,0.2727272727272727,0.30000000000000004,0.04946020587496862,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.24852071005917156
1.0,0.1818181818181818,0.2,0.01908109465227216,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15088757396449703
1.0,0.2727272727272727,0.30000000000000004,0.05674114988701984,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2011834319526627
0.0,0.2727272727272727,0.30000000000000004,0.04418779814210395,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.293491124260355
1.0,0.09090909090909091,0.1,0.008034145116746171,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0680473372781065
1.0,0.2727272727272727,0.2,0.02334923424554356,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1118343195266272
0.0,0.1818181818181818,0.2,0.030128044187798145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09585798816568046
0.0,0.1818181818181818,0.2,0.030128044187798145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09585798816568046
0.0,0.1818181818181818,0.2,0.032136580466984685,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.06798816568047336
1.0,0.1818181818181818,0.1,0.016570424303288978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04704142011834319
0.0,0.0,0.1,0.005774541802661312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028106508875739646
1.0,0.2727272727272727,0.30000000000000004,0.04142606075822245,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.24260355029585798
1.0,0.2727272727272727,0.30000000000000004,0.04142606075822245,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.24260355029585798
0.0,0.4545454545454545,0.30000000000000004,0.058498619131308056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2071005917159763
0.0,0.2727272727272727,0.30000000000000004,0.05523474767762993,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15384615384615383
1.0,0.1818181818181818,0.1,0.018076826512678883,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0603550295857988
1.0,0.0,0.1,0.005774541802661312,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04136094674556212
1.0,0.2727272727272727,0.1,0.024604569420035152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621301775147929
1.0,0.1818181818181818,0.1,0.01581722319859403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08224852071005916
1.0,0.0,0.1,0.024604569420035152,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.09286982248520709
0.0,0.1818181818181818,0.2,0.02209389907105197,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06088757396449704
1.0,0.1818181818181818,0.1,0.01782575947778057,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043195266272189344
0.0,0.09090909090909091,0.1,0.017072558373085613,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.06733727810650887
1.0,0.5454545454545454,0.5,0.14888275169470247,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3431952662721893
0.0,0.09090909090909091,0.1,0.011549083605322622,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05650887573964496
0.0,0.1818181818181818,0.2,0.05146874215415516,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.10059171597633135
0.0,0.1818181818181818,0.2,0.018327893547577204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10355029585798815
1.0,0.09090909090909091,0.1,0.014812955059000753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04023668639053254
1.0,0.1818181818181818,0.1,0.018327893547577204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07810650887573964
1.0,0.4545454545454545,0.2,0.06678383128295254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33727810650887574
1.0,0.2727272727272727,0.1,0.016068290233492342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05319526627218934
1.0,0.1818181818181818,0.2,0.019332161687170474,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11538461538461538
0.0,0.2727272727272727,0.30000000000000004,0.043936731107205626,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17153846153846153
1.0,0.2727272727272727,0.2,0.030128044187798145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1420118343195266
1.0,0.2727272727272727,0.30000000000000004,0.06954556866683403,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.26627218934911245
1.0,0.2727272727272727,0.2,0.03665578709515441,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2011834319526627
0.0,0.09090909090909091,0.2,0.025859904594526736,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09467455621301774
1.0,0.1818181818181818,0.2,0.039417524479035904,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.17455621301775145
1.0,0.1818181818181818,0.2,0.038664323374340955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2869822485207101
0.0,0.1818181818181818,0.2,0.019583228722068795,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09467455621301774
1.0,0.0,0.1,0.013306552849610848,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14142011834319526
0.0,0.0,0.1,0.017323625407983934,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.046745562130177505
1.0,0.2727272727272727,0.1,0.017574692442882248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09408284023668638
1.0,0.1818181818181818,0.2,0.025859904594526736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21893491124260353
0.0,0.1818181818181818,0.2,0.020587496861662065,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.052071005917159754
0.0,0.2727272727272727,0.2,0.0660306301782576,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.19881656804733727
1.0,0.1818181818181818,0.2,0.031383379362289736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10946745562130177
1.0,0.09090909090909091,0.2,0.01883002761737384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10059171597633135
0.0,0.2727272727272727,0.2,0.0660306301782576,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.19881656804733727
0.0,0.1818181818181818,0.1,0.02736630680391665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.052071005917159754
0.0,0.2727272727272727,0.2,0.027868440873713284,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05911242603550296
1.0,0.2727272727272727,0.2,0.030128044187798145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10946745562130177
1.0,0.4545454545454545,0.2,0.040421792618629174,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18934911242603547
1.0,0.09090909090909091,0.2,0.02962591011800151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17159763313609466
1.0,0.2727272727272727,0.1,0.027617373838814963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14076923076923076
1.0,0.1818181818181818,0.1,0.015566156163695706,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04136094674556212
1.0,0.09090909090909091,0.2,0.015566156163695706,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15680473372781065
1.0,0.1818181818181818,0.2,0.031383379362289736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10946745562130177
1.0,0.0,0.1,0.008536279186542808,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07159763313609467
1.0,0.1818181818181818,0.1,0.017574692442882248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05319526627218934
1.0,0.1818181818181818,0.2,0.025106703489831787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680473372781065
1.0,0.36363636363636365,0.30000000000000004,0.06703489831785087,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.17153846153846153
0.0,0.2727272727272727,0.2,0.04243032889781572,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14786982248520708
1.0,0.09090909090909091,0.2,0.018327893547577204,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.10355029585798815
0.0,0.09090909090909091,0.1,0.01581722319859403,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.07982248520710059
1.0,0.4545454545454545,0.4,0.06502636203866431,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5562130177514792
1.0,0.1818181818181818,0.1,0.017072558373085613,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03840236686390532
1.0,0.4545454545454545,0.5,0.15515942756716042,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.3964497041420118
1.0,0.1818181818181818,0.1,0.013055485814712527,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05266272189349112
0.0,0.36363636363636365,0.30000000000000004,0.10795882500627667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1875739644970414
0.0,0.09090909090909091,0.2,0.019332161687170474,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.12958579881656804
1.0,0.1818181818181818,0.1,0.02209389907105197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08047337278106508
0.0,0.2727272727272727,0.2,0.045945267386392166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31952662721893493
1.0,0.1818181818181818,0.1,0.017574692442882248,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04733136094674555
0.0,0.2727272727272727,0.30000000000000004,0.03464725081596787,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.13603550295857986
1.0,0.1818181818181818,0.2,0.025106703489831787,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11538461538461538
1.0,0.1818181818181818,0.2,0.02736630680391665,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.09112426035502957
0.0,0.2727272727272727,0.30000000000000004,0.04544313331659553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06863905325443787
0.0,0.1818181818181818,0.1,0.04443886517700226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0408284023668639
0.0,0.09090909090909091,0.1,0.018327893547577204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.046745562130177505
1.0,0.1818181818181818,0.1,0.02083856389656038,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05852071005917159
1.0,0.1818181818181818,0.1,0.020336429826763744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06502958579881656
0.0,0.1818181818181818,0.2,0.045945267386392166,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.049053254437869814
1.0,0.1818181818181818,0.1,0.013808686919407483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029526627218934908
1.0,0.09090909090909091,0.1,0.014310820989204118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260355029585798
1.0,0.1818181818181818,0.30000000000000004,0.03991965854883254,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.19408284023668637
1.0,0.2727272727272727,0.2,0.022847100175746926,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1118343195266272
1.0,0.1818181818181818,0.30000000000000004,0.03766005523474768,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.23017751479289938
1.0,0.2727272727272727,0.2,0.02736630680391665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242603550295858
0.0,0.1818181818181818,0.30000000000000004,0.08486065779563143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26804733727810653
0.0,0.5454545454545454,0.2,0.14888275169470247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10621301775147927
1.0,0.2727272727272727,0.2,0.028872709013306554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1331360946745562
1.0,0.1818181818181818,0.1,0.016570424303288978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07633136094674556
0.0,0.2727272727272727,0.30000000000000004,0.04092392668842581,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.10644970414201183
1.0,0.09090909090909091,0.1,0.01581722319859403,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08757396449704141
0.0,0.09090909090909091,0.2,0.0253577705247301,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08195266272189348
0.0,0.1818181818181818,0.30000000000000004,0.04795380366557871,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16538461538461538
0.0,0.09090909090909091,0.1,0.01280441877981421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04171597633136094
1.0,0.09090909090909091,0.1,0.013306552849610848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10650887573964496
1.0,0.1818181818181818,0.1,0.0140597539543058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03372781065088757
1.0,0.2727272727272727,0.2,0.024102435350238517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10355029585798815
1.0,0.1818181818181818,0.1,0.019583228722068795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07692307692307691
0.0,0.5454545454545454,0.2,0.21767511925684158,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.036686390532544376
0.0,0.2727272727272727,0.30000000000000004,0.05573688174742657,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.18195266272189348
0.0,0.2727272727272727,0.1,0.06025608837559628,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08106508875739644
0.0,0.6363636363636364,0.6000000000000001,0.11523976901832789,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19526627218934908
0.0,0.6363636363636364,0.30000000000000004,0.08837559628420788,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.12248520710059171
0.0,0.09090909090909091,0.2,0.02134069796635702,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07988165680473372
1.0,0.1818181818181818,0.1,0.02083856389656038,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056153846153846144
1.0,0.2727272727272727,0.1,0.018327893547577204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07686390532544378
0.0,0.2727272727272727,0.2,0.0351493848857645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11893491124260354
0.0,0.2727272727272727,0.2,0.0562390158172232,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09999999999999999
1.0,0.2727272727272727,0.2,0.02209389907105197,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13550295857988165
0.0,0.1818181818181818,0.2,0.023851368315340196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04550295857988165
0.0,0.1818181818181818,0.2,0.031383379362289736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07988165680473372
0.0,0.09090909090909091,0.1,0.02736630680391665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03544378698224852
0.0,0.1818181818181818,0.2,0.024102435350238517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0680473372781065
1.0,0.1818181818181818,0.1,0.017574692442882248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05911242603550296
1.0,0.1818181818181818,0.1,0.015566156163695706,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07041420118343195
0.0,0.2727272727272727,0.2,0.031383379362289736,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07692307692307691
0.0,0.1818181818181818,0.2,0.02837057494350992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08757396449704141
1.0,0.1818181818181818,0.1,0.01581722319859403,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030177514792899405
1.0,0.1818181818181818,0.1,0.016319357268390663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03544378698224852
1.0,0.1818181818181818,0.1,0.01782575947778057,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0946153846153846
1.0,0.1818181818181818,0.1,0.020336429826763744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05319526627218934
0.0,0.2727272727272727,0.1,0.03690685413005273,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0408284023668639
1.0,0.1818181818181818,0.2,0.10996736128546321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07982248520710059
0.0,0.1818181818181818,0.4,0.039668591513934225,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07396449704142011
1.0,0.1818181818181818,0.1,0.020336429826763744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05319526627218934
0.0,0.1818181818181818,0.1,0.01581722319859403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047278106508875734
1.0,0.1818181818181818,0.1,0.017574692442882248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03544378698224852
0.0,0.09090909090909091,0.2,0.02134069796635702,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07988165680473372
1.0,0.1818181818181818,0.1,0.030128044187798145,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.06798816568047336
0.0,0.1818181818181818,0.2,0.024102435350238517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0680473372781065
0.0,0.1818181818181818,0.30000000000000004,0.033391915641476276,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.08284023668639053
1.0,0.1818181818181818,0.1,0.017574692442882248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05911242603550296
1.0,0.1818181818181818,0.1,0.01581722319859403,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030177514792899405
1.0,0.1818181818181818,0.1,0.019583228722068795,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1254437869822485
1.0,0.1818181818181818,0.1,0.017574692442882248,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.043727810650887565
1.0,0.1818181818181818,0.1,0.02234496610595029,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09349112426035502
1.0,0.2727272727272727,0.2,0.022596033140848605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10053254437869821
0.0,0.09090909090909091,0.1,0.02083856389656038,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.08402366863905325
0.0,0.2727272727272727,0.1,0.07958825006276675,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.028994082840236687
1.0,0.1818181818181818,0.2,0.030128044187798145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1195266272189349
1.0,0.2727272727272727,0.2,0.026613105699221692,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.11834319526627218
1.0,0.1818181818181818,0.2,0.016068290233492342,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0816568047337278
1.0,0.1818181818181818,0.1,0.0210896309314587,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14733727810650887
1.0,0.09090909090909091,0.2,0.01581722319859403,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1272189349112426
0.0,0.0,0.1,0.01280441877981421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050295857988165674
1.0,0.1818181818181818,0.1,0.017323625407983934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08579881656804733
1.0,0.1818181818181818,0.2,0.03037911122269646,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.10355029585798815
0.0,0.1818181818181818,0.30000000000000004,0.024604569420035152,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10053254437869821
0.0,0.2727272727272727,0.4,0.058498619131308056,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2088757396449704
1.0,0.09090909090909091,0.2,0.016068290233492342,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10355029585798815
0.0,0.2727272727272727,0.2,0.02234496610595029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07041420118343195
1.0,0.1818181818181818,0.2,0.02736630680391665,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.18934911242603547
1.0,0.36363636363636365,0.30000000000000004,0.07004770273663068,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.18934911242603547
0.0,0.1818181818181818,0.30000000000000004,0.035400451920662816,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.10650887573964496
1.0,0.1818181818181818,0.1,0.018578960582475525,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05852071005917159
1.0,0.36363636363636365,0.30000000000000004,0.06000502134069797,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14792899408284022
0.0,0.36363636363636365,0.30000000000000004,0.08109465227215666,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2071005917159763
1.0,0.1818181818181818,0.2,0.02736630680391665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14792899408284022
0.0,0.2727272727272727,0.30000000000000004,0.08109465227215666,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2071005917159763
0.0,0.1818181818181818,0.1,0.0562390158172232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02485207100591716
1.0,0.2727272727272727,0.2,0.0308812452924931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2011834319526627
1.0,0.09090909090909091,0.2,0.015566156163695706,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11656804733727809
0.0,0.1818181818181818,0.2,0.02083856389656038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10946745562130177
1.0,0.2727272727272727,0.2,0.0308812452924931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2011834319526627
0.0,0.1818181818181818,0.1,0.02334923424554356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03905325443786982
1.0,0.0,0.1,0.017323625407983934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059171597633136
1.0,0.0,0.1,0.010795882500627667,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.08875147928994082
0.0,0.4545454545454545,0.2,0.058498619131308056,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.026094674556213015
0.0,0.1818181818181818,0.1,0.039668591513934225,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09467455621301774
1.0,0.1818181818181818,0.2,0.019332161687170474,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09349112426035502
0.0,0.2727272727272727,0.30000000000000004,0.03615365302535777,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.09289940828402365
0.0,0.1818181818181818,0.2,0.0632688927943761,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10946745562130177
0.0,0.5454545454545454,0.4,0.0773286467486819,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2781065088757396
1.0,0.2727272727272727,0.30000000000000004,0.05598794878232488,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.17514792899408282
0.0,0.1818181818181818,0.30000000000000004,0.051217675119256845,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08875739644970414
0.0,0.36363636363636365,0.30000000000000004,0.03615365302535777,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.17946745562130176
1.0,0.2727272727272727,0.4,0.05598794878232488,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2011834319526627
0.0,0.1818181818181818,0.1,0.02008536279186543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846153846153846
0.0,0.36363636363636365,0.30000000000000004,0.03615365302535777,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.17888461538461536
1.0,0.1818181818181818,0.1,0.025859904594526736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09349112426035502
1.0,0.2727272727272727,0.2,0.02209389907105197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349112426035502
0.0,0.36363636363636365,0.30000000000000004,0.03615365302535777,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.18012426035502957
1.0,0.2727272727272727,0.4,0.058498619131308056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24556213017751474
1.0,0.1818181818181818,0.2,0.026110971629425057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10473372781065088
